schema_version,session_id,mode,frame_index,wall_time_ns,x,y,z,yaw_deg,pitch_deg,quat_x,quat_y,quat_z,quat_w,right_x,right_y,right_z,up_x,up_y,up_z,back_x,back_y,back_z,fov_deg,width,height,dimension,source
1,20260914-203609-flashback_export,flashback_export,0,34551004965300,-552.401883947,88.619999886,244.492937960,-178.5937500,-9.8437500,-0.085790850,0.012226236,-0.001052860,-0.996237636,0.999698877,-0.000000000,0.024541125,-0.004195597,0.985277712,0.170910403,-0.024179820,-0.170961902,0.984980941,70.0000000,1280,720,minecraft:overworld,flashback_export_aligned
1,20260914-203609-flashback_export,flashback_export,1,34551028756500,-552.401883947,88.619999886,244.492937960,-178.5937500,-9.8437500,-0.085790850,0.012226236,-0.001052860,-0.996237636,0.999698877,-0.000000000,0.024541125,-0.004195597,0.985277712,0.170910403,-0.024179820,-0.170961902,0.984980941,70.0000000,1280,720,minecraft:overworld,flashback_export_aligned
1,20260914-203609-flashback_export,flashback_export,2,34551722588700,-552.401883947,88.619999886,244.492937960,-178.5937500,-9.8437500,-0.085790850,0.012226236,-0.001052860,-0.996237636,0.999698877,-0.000000000,0.024541125,-0.004195597,0.985277712,0.170910403,-0.024179820,-0.170961902,0.984980941,70.0000000,1280,720,minecraft:overworld,flashback_export_aligned
1,20260914-203609-flashback_export,flashback_export,3,34551782950700,-552.401883947,88.619999886,244.492937960,-177.8953857,-9.6000328,-0.083664015,0.018300807,-0.001536767,-0.996324718,0.999325454,-0.000000000,0.036724243,-0.006124477,0.985995948,0.166656822,-0.036209952,-0.166769326,0.985330880,70.0000000,1280,720,minecraft:overworld,flashback_export_aligned
1,20260914-203609-flashback_export,flashback_export,4,34551799627400,-552.401883947,88.619999886,244.492937960,-177.8953857,-9.6478014,-0.084079333,0.018300166,-0.001544396,-0.996289790,0.999325514,-0.000000000,0.036724247,-0.006154664,0.985856652,0.167478263,-0.036204837,-0.167591304,0.985191643,70.0000000,1280,720,minecraft:overworld,flashback_export_aligned
1,20260914-203609-flashback_export,flashback_export,5,34551836977700,-552.401883947,88.619999886,244.492937960,-177.8953857,-9.6955709,-0.084494643,0.018299520,-0.001552024,-0.996254623,0.999325454,-0.000000000,0.036724243,-0.006184846,0.985716462,0.168299571,-0.036199693,-0.168413177,0.985051572,70.0000000,1280,720,minecraft:overworld,flashback_export_aligned
1,20260914-203609-flashback_export,flashback_export,6,34551877770000,-552.401883947,88.619999886,244.492937960,-177.8953857,-9.7500324,-0.084968127,0.018298781,-0.001560721,-0.996214390,0.999325514,-0.000000000,0.036724243,-0.006219253,0.985556006,0.169235840,-0.036193799,-0.169350073,0.984891236,70.0000000,1280,720,minecraft:overworld,flashback_export_aligned
1,20260914-203609-flashback_export,flashback_export,7,34551913867000,-552.401883947,88.619999886,244.492937960,-177.8953857,-9.7500324,-0.084968127,0.018298781,-0.001560721,-0.996214390,0.999325514,-0.000000000,0.036724243,-0.006219253,0.985556006,0.169235840,-0.036193799,-0.169350073,0.984891236,70.0000000,1280,720,minecraft:overworld,flashback_export_aligned
1,20260914-203609-flashback_export,flashback_export,8,34551950808900,-552.401883947,88.619999886,244.492937960,-177.8953857,-9.7500324,-0.084968127,0.018298781,-0.001560721,-0.996214390,0.999325514,-0.000000000,0.036724243,-0.006219253,0.985556006,0.169235840,-0.036193799,-0.169350073,0.984891236,70.0000000,1280,720,minecraft:overworld,flashback_export_aligned
1,20260914-203609-flashback_export,flashback_export,9,34551990092900,-552.401883947,88.619999886,244.492937960,-177.8953857,-9.7500324,-0.084968127,0.018298781,-0.001560721,-0.996214390,0.999325514,-0.000000000,0.036724243,-0.006219253,0.985556006,0.169235840,-0.036193799,-0.169350073,0.984891236,70.0000000,1280,720,minecraft:overworld,flashback_export_aligned
1,20260914-203609-flashback_export,flashback_export,10,34552020709400,-552.401883947,88.619999886,244.492937960,-177.8953857,-9.7500324,-0.084968127,0.018298781,-0.001560721,-0.996214390,0.999325514,-0.000000000,0.036724243,-0.006219253,0.985556006,0.169235840,-0.036193799,-0.169350073,0.984891236,70.0000000,1280,720,minecraft:overworld,flashback_export_aligned
1,20260914-203609-flashback_export,flashback_export,11,34552047201000,-552.401883947,88.619999886,244.492937960,-177.8953857,-9.7500324,-0.084968127,0.018298781,-0.001560721,-0.996214390,0.999325514,-0.000000000,0.036724243,-0.006219253,0.985556006,0.169235840,-0.036193799,-0.169350073,0.984891236,70.0000000,1280,720,minecraft:overworld,flashback_export_aligned
1,20260914-203609-flashback_export,flashback_export,12,34552074666200,-552.401883947,88.619999886,244.492937960,-177.8953857,-9.7500324,-0.084968127,0.018298781,-0.001560721,-0.996214390,0.999325514,-0.000000000,0.036724243,-0.006219253,0.985556006,0.169235840,-0.036193799,-0.169350073,0.984891236,70.0000000,1280,720,minecraft:overworld,flashback_export_aligned
1,20260914-203609-flashback_export,flashback_export,13,34552104369200,-552.401883947,88.619999886,244.492937960,-177.8953857,-9.7500324,-0.084968127,0.018298781,-0.001560721,-0.996214390,0.999325514,-0.000000000,0.036724243,-0.006219253,0.985556006,0.169235840,-0.036193799,-0.169350073,0.984891236,70.0000000,1280,720,minecraft:overworld,flashback_export_aligned
1,20260914-203609-flashback_export,flashback_export,14,34552127571400,-552.401883947,88.619999886,244.492937960,-177.8953857,-9.7500324,-0.084968127,0.018298781,-0.001560721,-0.996214390,0.999325514,-0.000000000,0.036724243,-0.006219253,0.985556006,0.169235840,-0.036193799,-0.169350073,0.984891236,70.0000000,1280,720,minecraft:overworld,flashback_export_aligned
1,20260914-203609-flashback_export,flashback_export,15,34552152607800,-552.401883947,88.619999886,244.492937960,-177.8953857,-9.7500324,-0.084968127,0.018298781,-0.001560721,-0.996214390,0.999325514,-0.000000000,0.036724243,-0.006219253,0.985556006,0.169235840,-0.036193799,-0.169350073,0.984891236,70.0000000,1280,720,minecraft:overworld,flashback_export_aligned
1,20260914-203609-flashback_export,flashback_export,16,34552176098200,-552.401883947,88.619999886,244.492937960,-177.8953857,-9.7500324,-0.084968127,0.018298781,-0.001560721,-0.996214390,0.999325514,-0.000000000,0.036724243,-0.006219253,0.985556006,0.169235840,-0.036193799,-0.169350073,0.984891236,70.0000000,1280,720,minecraft:overworld,flashback_export_aligned
1,20260914-203609-flashback_export,flashback_export,17,34552197936400,-552.401883947,88.619999886,244.492937960,-177.8953857,-9.7500324,-0.084968127,0.018298781,-0.001560721,-0.996214390,0.999325514,-0.000000000,0.036724243,-0.006219253,0.985556006,0.169235840,-0.036193799,-0.169350073,0.984891236,70.0000000,1280,720,minecraft:overworld,flashback_export_aligned
1,20260914-203609-flashback_export,flashback_export,18,34552224299300,-552.401883947,88.619999886,244.492937960,-177.8953857,-9.7500324,-0.084968127,0.018298781,-0.001560721,-0.996214390,0.999325514,-0.000000000,0.036724243,-0.006219253,0.985556006,0.169235840,-0.036193799,-0.169350073,0.984891236,70.0000000,1280,720,minecraft:overworld,flashback_export_aligned
1,20260914-203609-flashback_export,flashback_export,19,34552249313000,-552.401883947,88.619999886,244.492937960,-177.8953857,-9.7500324,-0.084968127,0.018298781,-0.001560721,-0.996214390,0.999325514,-0.000000000,0.036724243,-0.006219253,0.985556006,0.169235840,-0.036193799,-0.169350073,0.984891236,70.0000000,1280,720,minecraft:overworld,flashback_export_aligned
1,20260914-203609-flashback_export,flashback_export,20,34552270613800,-552.401883947,88.619999886,244.492937960,-177.8953857,-9.7500324,-0.084968127,0.018298781,-0.001560721,-0.996214390,0.999325514,-0.000000000,0.036724243,-0.006219253,0.985556006,0.169235840,-0.036193799,-0.169350073,0.984891236,70.0000000,1280,720,minecraft:overworld,flashback_export_aligned
